Ordem;Família;Material;#;Stock inical;nº NE's;UN
883;PICH;JOELHO PPR 25;13;61;3;UN
884;PICH;JOELHO PPR 25 X 1/2 FEMEA;25;49;3;UN
885;PICH;JOELHO PPR 32X3/4 FEMEA;23;1;1;UN
886;MFE;JOGO DE 10 CHAVES MISTAS DE BOCAS COM ROQUETE SISTEMA MÉTRICO TIPO FACOM 467R.JP10 OU EXPERT;92;0;0;UN
887;PICH;JOGO DE 2 PARAFUSOS P/LAVATÓRIO M8 INOX;39;7;1;UN
888;PICH;JOGO DE 4 PARAFUSOS INOX P/SANITA;33;-3;1;UN
889;MFE;JOGO DE 5 MINI-FRESAS DE 18MM DE COMPRIMENTO TIPO DORMER OU EXPERT;66;0;0;UN
890;MFE;JOGO DE 5 MINI-FRESAS DE 25MM DE COMPRIMENTO TIPO DORMER OU EXPERT;66;0;0;UN
891;MFE;"JOGO DE BOQUILHAS DE IMPACTO 1/2"" DE 8 A 24MM DO TIPO EXPERT";60;0;0;UN
892;MFE;JOGO DE CHAVES DE CAIXA M-BOX 1/4 MÉTRICAS TIPO FACOM RL.161SP12 OU EXPERT;74;0;0;UN
893;MFE;JOGO DE CHAVES MACHO INOX SEXTAVADAS TIPO FACOM 83SH.JP9A100Y OU EXPERT;71;0;0;UN
894;MFE;JOGO DE CHAVES TUBULARES COM CABO T DUPLAS FORGODAS MÉTRICAS TIPO FACOM 97.JE6 OU EXPERT;88;0;0;UN
895;MFE;JOGO DE CINZEIS 12 UNIDADES, TIPO STANLEY;41;0;0;UN
896;DIV;JOGO DE LAMINAS P/ PLAINA 82MM_ MAKITA KP0800 320730G;53;0;1;UN
897;MFE;JOGO MISTO DE FRESAS 30 PCS 6MM BOSCH 2607017474;48;0;0;UN
898;PICH;"JUNÇÃO CÓNICA LATÃO 1""";22;6;1;UN
899;PICH;JUNÇÃO CÓNICA LATÃO 1/2;23;43;2;UN
900;PICH;JUNÇÃO CÓNICA LATÃO 3/4;23;44;2;UN
901;ELE;KIT DE EMERGÊNCIA DEFICIENTES;29;1;1;UN
902;ELE;KIT DE MANGA TERMO RETRÁTIL COM UNIÕES 100MM X 1M;49;1;1;UN
903;ELE;KIT DE MANGA TERMO RETRÁTIL COM UNIÕES 5X 2,5MM;47;10;1;UN
904;MFE;KIT DE TRAÇADOR DE LINHAS COMPOSTO POR SUPORTE DE FIO BLUE + RECARGA DE PÓ, TIPO STANLEY FATMAX REFª 0-47-681;109;0;0;UN
905;MAQ;"KIT MÁQUINAS BATERIAS DE 18 V TIPO MAKITA , COMPOSTO POR:
 - REBARBADORA MOD. DGA504Z 5AH MAKP
 - APARAF. DHP481Z 5AH MAKP
 - MARTELO 18V LITIO DHR242Z
 - 3 BAT. 18V 5.0 AH + CARREGADOR + 2 MALAS";195;0;0;UN
906;MAQ;"KIT MÁQUINAS BATERIAS DE 18 V TIPO MAKITA:
 - REBARBADORA MOD. DGA504Z 5AH MAKP
 - APARAFUSADORA DDF485 RTJ 5AH MAKP
 - MARTELO 18V LITIO DHR242Z
 - 3 BATERIAS BL1850B 18V (BULK) DE 5.0 AH + CARREGADOR + 2 MALAS DE TRANSPORTE ENCASTRÁVEIS";238;0;1;UN
907;ELE;LAMPADA 18W/4000K 2G11 1200LM;29;62;2;UN
908;ELE;LAMPADA 26W/4000K G24 D-3;25;2;1;UN
909;ELE;LAMPADA CASQ. E27 LED 10W 4000K;31;311;3;UN
910;ELE;LAMPADA CASQ. E27 LED 12/13W 4000K;34;0;1;UN
911;ELE;LAMPADA CASQ. E27 LED 8W 4000K;30;3;1;UN
912;ELE;LAMPADA CDM-T 150W/930 G12 1CT TIPO PHILIPHS;44;4;1;UN
913;ELE;LAMPADA CDM-T 150W/942 G12 1CT TIPO PHILIPHS;44;74;2;UN
914;ELE;LAMPADA CDM-T 70W/930 G12 1CT TIPO PHILIPHS;43;42;1;UN
915;ELE;LAMPADA CDM-T 70W/942 G12 1CT TIPO PHILIPHS;43;46;2;UN
916;ELE;LAMPADA DIMAVEL 15W/2700K AR11;30;5;1;UN
917;ELE;LAMPADA GU10 3,9W/2700K DIMAVEL;31;0;1;UN
918;ELE;LAMPADA HPI-T 1000W/643 E40;27;1;1;UN
919;ELE;LAMPADA HPI-T 2000W/646 (4600K) E40 220V;40;1;1;UN
920;ELE;LAMPADA HPI-T PLUS 250W /942 E40 TIPO PHILIPHS;46;0;0;UN
921;ELE;LAMPADA HPI-T PLUS 400W/645 E40 TIPO PHILIPHS;45;13;2;UN
922;ELE;LAMPADA LED 10W/4200K RX7S (118MM) TIPO PHILIPHS;48;178;1;UN
923;ELE;LAMPADA LED 6W GU10 4000K;25;44;3;UN
924;ELE;LAMPADA LED 6W/640;18;0;1;UN
925;ELE;LAMPADA LED 7,5W-60W R7S 78MM/840;33;-2;1;UN
926;ELE;LAMPADA LED 90W-70W R7S 3000K;29;0;0;UN
927;ELE;LAMPADA LED 9W/4500K R7S;24;0;1;UN
928;ELE;LAMPADA LED E14 6W/4000K CHAMA;30;35;2;UN
929;ELE;LAMPADA LED E14 6W/4000K ESFÉRICA;33;23;2;UN
930;ELE;LAMPADA LED E27 5W/4000K;24;118;2;UN
931;ELE;LAMPADA LED E27 G45 5W/4000K;28;0;1;UN
932;ELE;LAMPADA LED RX7S 16W/2700K_TIPO PHILIPS;39;8;1;UN
933;ELE;LAMPADA LED RX7S 16W/4000K_TIPO PHILIPS;39;0;1;UN
934;ELE;LAMPADA LED T5 8W/4000K_TIPO PHILIPS;36;268;1;UN
935;ELE;LAMPADA LED T5 HE 21W/840 C/120CM;33;49;2;UN
936;ELE;LAMPADA LED T8 120CM 14W/4000K;30;-8;1;UN
937;ELE;LAMPADA LED T8 150CM 22W/4000K;30;19;2;UN
938;ELE;LAMPADA MASTER MHN-SB 2000W/956 400V;36;5;1;UN
939;ELE;LAMPADA MASTER TL 5 14W/4000K_TIPO PHILIPS;42;4;1;UN
940;ELE;LAMPADA MASTER TL5 HO 54W/840_TIPO PHILIPS;42;13;1;UN
941;ELE;LAMPADA MHN-TD 150W CASQ. RX7S 3000K TIPO PHILIPHS;50;0;1;UN
942;ELE;LAMPADA MHN-TD 150W/942 CASQ. RX7S TIPO PHILIPS;47;545;2;UN
943;ELE;LAMPADA MHW-TD 70W/942 CASQ. RX7S TIPO PHILIPS;46;79;2;UN
944;ELE;LAMPADA PL-C 4P 13W/840 TIPO PHILIPS;36;30;1;UN
945;ELE;LAMPADA PL-S 11W/4000K _TIPO PHILIPS;36;0;1;UN
946;ELE;LAMPADA QR 111 13W/K GU10 BRANCO CÁLIO;38;5;1;UN
947;ELE;LAMPADA RL - S 2 PERNOS 7W/840;30;90;2;UN
948;ELE;LAMPADA T5 35W 4000K TIPO PHILIPHS;34;48;1;UN
949;ELE;LAMPADA T5 49W 4000K TIPO PHILIPHS;34;93;2;UN
950;ELE;LAMPADA T5 LED 6000K 120CM;26;32;1;UN
951;ELE;LAMPADA T8 LED 4000K 120CM TIPO PHILIPHS;40;38;1;UN
952;ELE;LAMPADA T8 LED 4000K 60CM;25;0;1;UN
953;ELE;LAMPADA T8 LED 6000K 120CM;26;134;3;UN
954;ELE;LAMPADA T8 LED 6000K 60CM 10W;29;157;3;UN
955;ELE;LAMPADA T8 LED 6000K/6500K 150CM;32;80;4;UN
956;ELE;LAMPADA ULTRAVIOLETA;20;0;0;UN
957;ELE;LAMPADA VAPOR DE SÓDIO E27 SON-T 70W_TIPO PHILIPS;49;159;2;UN
958;ELE;LAMPADA VAPOR DE SÓDIO E40 SON-T 150W_TIPO PHILIPS;50;58;2;UN
959;ELE;LAMPADA VAPOR DE SÓDIO E40 SON-T 400W_TIPO PHILIPS;50;0;1;UN
960;ELE;LAMPADA VAPOR SÓDIO E27 SON-T 150W / 2000K_TIPO PHILIPS;55;41;1;UN
961;MFE;LANÇA P/ MAÇARICO DE SOLDAR CALEIROS A ESTANHO COM MANGUEIRA DE 5MTS, ABRAÇDEIRAS E ENCAIXES;92;0;0;UN
962;MAQ;LANTERNAS RECARREGAVEIS POR USB REF.BLTS10_ TIPO BAHCO;54;0;0;UN
963;CAR;LAPIS GROSSO DE CARPINTEIRO;27;0;1;UN
964;DIV;LAPIS Nº 2 CABEÇA VERMELHA;26;5;1;UN
965;MAQ;LAVADORA ALTA PRESSÃO 110BAR 1.7KW HW 111 MAKITA;48;0;0;UN
966;MAQ;LAVADORA ALTA PRESSÃO KRANZLE K 2160 TST;40;0;0;UN
967;PICH;LAVATORIO BRANCO 44 X 36CM;26;11;3;UN
968;PICH;LIGAÇÃO DE CHUVEIRO_1,75MTS;27;0;1;UN
969;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X1/2 F/F_1MTS;51;28;2;UN
970;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X1/2 F/F_2MTS;51;6;1;UN
971;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X1/2 F/F_30CM;51;79;2;UN
972;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X1/2 F/F_35CM;51;81;2;UN
973;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X1/2 F/F_50CM;51;101;3;UN
974;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X3/8 F/F_20CM;51;20;1;UN
975;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X3/8 F/F_25CM;51;30;2;UN
976;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X3/8 F/F_30CM;51;70;2;UN
977;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X3/8 F/F_35CM;51;56;2;UN
978;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X3/8 F/F_40CM;51;9;1;UN
979;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 1/2X3/8 F/F_50CM;51;73;2;UN
980;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 3/8X3/8 F/F_60CM;51;0;1;UN
981;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO INOX 3/8X3/8 F/M_50CM;51;7;1;UN
982;PICH;LIGAÇÃO FLEXÍVEL MALHA DE AÇO P/MISTURADORA INOX 3/8 X 1/4_50CM;63;38;3;UN
983;PICH;LIGAÇÃO MALHA AÇO F/F 1/2 X 1/2 DE 100CM REFORÇADA P/BANCAS DE COZINHA INDUSTRIAIS C/ TORNEIRA ARTICULADA;105;6;1;UN
984;PICH;LIGAÇÃO MALHA AÇO P/MISTURADORA 3/8 X 1/4 50CM;46;34;1;UN
985;ELE;LIGADOR DE BAGO FIO F 2X4MM;27;500;1;UN
986;ELE;LIGADOR DE BAGO FIO F 3X4MM;27;1054;5;UN
987;ELE;LIGADOR DE BAGO FIO F 5X4MM;27;1149;4;UN
988;ELE;LIGADOR DE BAGO FIO V 3X4MM;27;4;1;UN
989;ELE;LIGADOR DE BAGO FIO V 5X4MM;27;108;2;UN
990;ELE;LIGADOR DOMINÓ 10MM2;20;92;1;UN
991;ELE;LIGADOR DOMINÓ 16MM2;20;281;1;UN
992;ELE;LIGADOR DOMINÓ 2,5MM2;21;0;1;UN
993;MFE;"LIMATÃO OVAL 12"" DE 300MM";25;14;1;UN
994;MFE;"LIMATÃO QUADRADO 12"" DE 300MM";29;8;1;UN
995;MFE;"LIMATÃO RECTANGULAR 12"" DE 300MM C/ CABO";40;8;1;UN
996;MFE;"LIMATÃO REDONDO 12"" DE 300MM S/ CABO";36;8;1;UN
997;SER;LIQUIDO DE LIMPEZA DE INOX_2KG;30;2;1;UN
998;DIV;LIXA P600 PRETA;15;11;1;UN
999;MAQ;LIXADORA DE ROLOS 1.200W 690 X 100MM LB31_ TIPO VIRUTEX;55;0;1;UN
1000;MAQ;LIXADORA ORBITAL 112 X 102MM _  BO4556K MAKITA;46;0;0;UN
1001;MAQ;LIXADORA ORBITAL 93 X 185 MM_ TIPO MAKITA BO3711;48;0;0;UN
1002;MAQ;LIXADORA ROTORBITAL 125MM 18V LÍTIO-ION _ TIPO MAKITA DBO180Z, INCUINDO MALA MAKPAC TIPO 2, CARREGADOR E 2 BATERIAS 18V-5A;122;0;1;UN
1003;DIV;LUBRIFICANTE ANTI FERRUGEM 750ML COM BURRIFADOR_ WD40;53;3;1;UN
1004;ELE;"LUMINÁRIA 4W/4000K LED IP65 IK07 ARON JADE IP25 27 X 230 X 80MM CINZENTO (ANEXO ""ARTIGO 1.55"")";94;60;1;UN
1005;EPI'S;"LUVA 380 NITRILE FOAM GRIP TAMANHO L; MALHA DE NYLON ANTIDERRANPANTE REVESTIMENTO EM NITRILO MICRO-POROSO_ TIPO SHOWA";117;234;2;UN
1006;EPI'S;LUVA BORRACHA_ESPONJA_PANO_PAR (EVENTOS);40;19;1;UN
1007;EPI'S;LUVA DIAELTRICAS CLASSE O;25;0;0;UN
1008;EPI'S;LUVA MECÂNICA NITRAS FLEXIBLE FIT MALHA POLIAMIDA SEM COSTURA DE QUALIDADE SUPERIOR_ Nº 09;90;-17;1;UN
1009;EPI'S;LUVA MECÂNICA NITRAS FLEXIBLE FIT MALHA POLIAMIDA SEM COSTURA DE QUALIDADE SUPERIOR_ Nº 10;90;10;1;UN
1010;EPI'S;LUVA NITRAS TIPO CHEFE, EM PELE FLOR DE BOVINO DE 1ª QUALIDADE, ELÁSTICA_ Nº 09;79;112;2;UN
1011;EPI'S;LUVA NITRAS TIPO CHEFE, EM PELE FLOR DE BOVINO DE 1ª QUALIDADE, ELÁSTICA_ Nº 10;79;85;2;UN
1012;EPI'S;LUVA VINIL / PANO TAM - 10 PAR;30;-1;1;UN
1013;EPI'S;LUVA VINIL / PANO TAM - 9 PAR;29;0;1;UN
1014;MFE;"MAÇARICO DE PICHELEIRO C/ ISQUEIRO TIPO DEXTER KE 2019DX_ ANEXO ""LOTE2_1.16_MAÇARICO""";85;0;0;UN
1015;MFE;MACETA 1,5KG CABO GRAFITTE TIPO FACOM 1262H.125 OU EXPERT;57;0;0;UN
1016;MFE;MACETA DE CANTEIRO DO TIPO BELLOTA MADEIRA 1250GR;49;26;1;UN
1017;MFE;MALA DE FERRAMENTAS ROBUSTA DE 145PCS, TIPO EXPERT PRIMO;56;0;0;UN
1018;MFE;"MALA DE TRANSPORTE DE FERRAMENTA 18142 ALUMÍNIO PEREL_ ANEXO ""LOTE2_1.121_FERRAMENTAS""";86;35;1;UN
1019;MFE;"MALA ROQUETE COMPLETA MANNESMANN 215 PEÇAS_ ANEXO ""LOTE2_1.122_ROQUETE""";71;0;0;UN
1020;ELE;MANGA RETRATIL 12/3;19;10;2;UN
1021;ELE;MANGA RETRATIL 200MM X 1M;25;2;1;UN
1022;ELE;MANGA RETRATIL 22/6;19;23;2;UN
1023;ELE;MANGA RETRATIL 25/8;19;24;2;UN
1024;ELE;MANGA RETRATIL 8/2;18;32;2;UN
1025;DIV;MANGUEIRA TRICOTADA 50M X 19MM 3/4;34;1;1;UN
1026;DIV;MANGUEIRAS ESPIRAL DE AR;24;2;1;UN
1027;PICH;MANIPULO DE TORNEIRA CLÁSSICA ESTRIA FINA;41;0;0;UN
1028;MAQ;MÁQUINA COM MANGUEIRA DESENTUPIDORA DE ESGOTOS MAKITA;53;0;0;UN
1029;MAQ;"MÁQUINA DE COLAR PPR 20 - 32_ POLIFUSOR PARA TUBOS TERMOSTÁTICO 
800W ROTHENBERGER ROWELD P 63 S-6";98;11;1;UN
1030;MAQ;MÁQUINA DE PINTAR_ TIPO W990 FLEXIO WAGNER;42;0;0;UN
1031;MAQ;MÁQUINA DE VERGAR TUBO BICONE DE 15 A 28 ELÉTRICA TIPO REMS REMS580027;70;0;0;UN
1032;DIV;MARCADOR DE TINTA PERMANENTE DE PONTA GROSSA PRETA;50;28;3;UN
1033;TRA;MARCO BALIZADOR DE BORRACHA C/PERNO DE FIXAÇÃO, 4 FAIXAS AMARELAS 650X80MM*MM;77;0;0;UN
1034;TRA;MARCO BALIZADOR DE BORRACHA C/PERNO DE FIXAÇÃO, 4 FAIXAS AMARELAS 800X80MM*MM;77;0;0;UN
1035;MFE;MARRETA DE 5KG _TIPO BELLOTA 5200-5;35;0;1;UN
1036;MFE;MARRETA QUADRADA CABO FIBRA DE CARBONO 1000GR BELLOTA REF. 5310-B CF;68;0;0;UN
1037;MAQ;MARTELO COMBINADO AVT 45 MM HR4511C_ TIPO  MAKITA;49;32;1;UN
1038;MAQ;MARTELO COMBINADO LXT MOD DHR242Z, À BATERIA 18V 5AH INCLUINDO MALA MAKPAC, 2 BATERIAS, CARREGADOR_ TIPO MAKITA ;112;0;1;UN
1039;MAQ;MARTELO COMBINADO ROMPEDOR HORIZONTAL SDS MAX HM 1213C_ MAKITA;62;0;0;UN
1040;MFE;MARTELO DE BOLA CABO GRAFITTE TIPO FACOM 202H.1/4 OU EXPERT;59;1;1;UN
1041;MFE;MARTELO DE BORRACHA SIMPLES;27;5;1;UN
1042;MFE;MARTELO DE CALCETEIRO DO TIPO BELLOTA;37;10;1;UN
1043;MFE;MARTELO DE CARPINTEIRO 300GR TIPO BELLOTA;41;0;0;UN
1044;MAQ;MARTELO DEMOLIDOR 5,1KG HM0870C _ TIPO  MAKITA;46;9;1;UN
1045;MAQ;MARTELO LIGEIRO 800W 26MM SDS-PLUS 3 HR 2630_ MAKITA;52;0;0;UN
1046;MFE;MARTELO MECÂNICO TIPO DIN CABO GRAFITTE TIPO FACOM 205C.20 OU EXPERT;68;20;1;UN
1047;MFE;MARTELO S/RICOCHETE C/BATENTES INTER-MUTÁVEIS CABO GRAFITTE TIPO FACOM 212A.35 OU EXPERT;88;0;0;UN
1048;MFE;MARTELO S/RICOCHETE MONOBLOCO CABO GRAFITTE TIPO FACOM 216.40 OU EXPERT;71;17;1;UN
1049;EPI'S;MASCARA DE PROTEÇÃO FP1;23;2;1;UN
1050;EPI'S;MASCARA DE PROTEÇÃO FP2;23;0;0;UN
1051;EPI'S;MASCARA DE PROTEÇÃO FP3;23;0;0;UN
1052;EPI'S;MASCARA DE SOLDADOR ELETRÓNICA WARRIOR TECH REF:0700000400;58;2;1;UN
1053;EPI'S;MASCARA FACIAL 2 FILTROS;24;0;1;UN
1054;PINT;MASSA DE ACABAMENTO AGUAPLAST - EMBA 5KG;40;8;3;UN
1055;TRO;MASSA DE TOMAÇÃO COLOR BEGE_5KG_TIPO WEBER COLOR;48;4;1;UN
1056;TRO;MASSA DE TOMAÇÃO TITÂNIO_5KG_TIPO WEBER COLOR;45;2;1;UN
1057;PICH;MASSA DE VEDAÇÃO DE 250ML_TIPO VEDOX;36;0;2;UN
1058;PINT;MASSA FINA - SACO DE 1KG;24;0;0;UN
1059;SER;MASSA LAVA MÃOS P/ SERRALHEIRO_ 4KG;35;6;3;UN
1060;MFE;"MATRIZES PARA VERGAR TUBO 1 1/2"" P/ CURVADORA HIDRAÚLICA DE TUBOS VKPSWG2 CAPACIDADE - 16 TON";93;0;0;UN
1061;MFE;"MATRIZES PARA VERGAR TUBO 1 1/4"" P/ CURVADORA HIDRAÚLICA DE TUBOS VKPSWG2 CAPACIDADE - 16 TON";93;0;0;UN
1062;MFE;"MATRIZES PARA VERGAR TUBO 1"" P/ CURVADORA HIDRAÚLICA DE TUBOS VKPSWG2 CAPACIDADE - 16 TON";89;0;0;UN
1063;MFE;"MATRIZES PARA VERGAR TUBO 1/2"" P/ CURVADORA HIDRAÚLICA DE TUBOS VKPSWG2 CAPACIDADE - 16 TON";91;0;0;UN
1064;MFE;"MATRIZES PARA VERGAR TUBO 2"" P/ CURVADORA HIDRAÚLICA DE TUBOS VKPSWG2 CAPACIDADE - 16 TON";89;0;0;UN
1065;MFE;"MATRIZES PARA VERGAR TUBO 3/4"" P/ CURVADORA HIDRAÚLICA DE TUBOS VKPSWG2 CAPACIDADE - 16 TON";91;0;0;UN
1066;MAQ;MEDIDOR DE LASER_ MAKITA LD050P;31;0;0;UN
1067;FAR;MEIA IGNIFUGA E ANTI-ESTÁTICA;29;0;0;UN
1068;FAR;MEIA TERMICA COR PRETA;22;0;0;UN
1069;MAQ;MINI-REBARBADORA 1.300W 115MM, MOD. GA4550R, INCUINDO MALA MAKPAC TIPO2;71;0;1;UN
1070;PICH;MISTURADORA DE BANCA BICA ALTA;30;4;2;UN
1071;PICH;MISTURADORA DE BANCA BICA ALTA À PAREDE;39;3;2;UN
1072;PICH;MISTURADORA DE BANCA BICA BAIXA À BANCA;39;0;1;UN
1073;PICH;MISTURADORA DE BANCA BICA BAIXA À PAREDE;40;6;2;UN
1074;PICH;MISTURADORA DE BANHEIRA GAMA NORMAL;35;3;2;UN
1075;PICH;MISTURADORA DE BASE DE CHUVEIRO;31;10;2;UN
1076;PICH;MISTURADORA DE BIDÉ;19;3;2;UN
1077;PICH;MISTURADORA DE MANÍPULOS P/ LAVATÓRIO;37;3;1;UN
1078;PICH;MISTURADORA MONOCOMANDO DE LAVATÓRIO;36;48;2;UN
1079;FER;MOLA HIDRÁULICA AEREA;21;-1;2;UN
1080;MAQ;MULTIFUNÇÕES 18V A BATERIA _ TIPO MAKITA DTM51ZJ INCUINDO MALA MAKPAC TIPO 2, CARREGADOR E 2 BATERIAS 18V-5A;108;0;0;UN
1081;MFE;MULTIMETRO DE ISOLAMENTO FLUKE REF.FLUKE 1587 FC;48;0;0;UN
1082;MFE;MULTIMETRO DIGITAL HT REF.HT10P;31;0;0;UN
1083;MFE;NAVALHA C/CABO BI-MATÉRIA LAMINA DESCARNA FIO TIPO FACOM 840.F OU EXPERT;72;0;0;UN
1084;MFE;NIVEL BELLOTA TUBULAR REFORÇADO DE 500X20X50 REF.50101-50;57;0;0;UN
1085;MFE;NIVEL TRAPEZOIDAL MAGNÉTICO TIPO FACOM 307BM25 OU EXPERT;56;0;0;UN
1086;EPI'S;OCULOS DE PROTEÇÃO EM BORRACHA E BORDA ISOLADORA;48;1;1;UN
1087;EPI'S;OCULOS PROTEÇÃO;15;39;3;UN
1088;SER;OLEO DE MÁQUINA DE CORTE_5LTS;29;5;1;UN
1089;SER;ÓLEO MÁQUINA DE CORTE DA SERRALHARIA 5LTS;41;2;1;UN
1090;SER;OLHAL DE SERRALHEIRO ZN M12X100MM;33;-4;1;UN
1091;SER;OLHAL INOX 50X8MM;17;1;1;UN
1092;ELE;OLHO DE BOI SOFI;16;34;3;UN
1093;MFE;"PÁ COM MAXIMO DE COMPRIMENTO 1M TIPO BELLOTA_ ANEXO ""LOTE2_1.135_PÁ BICO""";73;10;1;UN
1094;MFE;PÁ PONTA CABO ANILHA COM 265 X 325 BELLOTA REF.5501-2 A;55;0;0;UN
1095;ELE;PAINEL CIRCULAR LED ENCASTRAR 4/5W-4500K;40;228;2;UN
1096;ELE;PAINEL REDONDO BRANCO LED  EXTERIORES 24W REGULÁVEIS 3000K/4000K/6500K;70;48;3;UN
1097;ELE;PAINEL REDONDO BRANCO LED  EXTERIORES 36W REGULÁVEIS 3000K/4000K/6500K;70;0;1;UN
1098;ELE;PAINEL REDONDO BRANCO LED  EXTERIORES 40W REGULÁVEIS 3000K/4000K/6500K;70;33;1;UN
1099;ELE;PAINEL REDONDO BRANCO LED  EXTERIORES 9W REGULÁVEIS 3000K/4000K/6500K;69;25;1;UN
1100;ELE;PAINEL REDONDO BRANCO LED 12W/4000K;35;0;1;UN
1101;ELE;PAINEL REDONDO BRANCO LED 20W/4000K;35;3;2;UN
1102;ELE;PAINEL REDONDO BRANCO LED 9W/4000K;34;81;1;UN
1103;SER;PANO DE REDE DE METAL DISTENDIDO L62 T 3050 C/ 6250 X 1250MM MALHA 62 X 20MM ENTRE EIXOS ESPESSURA 3MM TRAVESSA 5MM;115;1;1;UN
1104;PAR;PARAFUSO CABEÇA TORX GALVANIZADO/ZINCADO 5X70 ROSCA PARCIAL;59;1300;1;UN
1105;PAR;PARAFUSO INOX 2.6X12 PZ CAB. CHATA;34;680;1;UN
1106;PAR;PARAFUSO INOX 2.6X20 PZ CAB. CHATA;34;98;1;UN
1107;PAR;PARAFUSO INOX 3.5X15 PZ CAB OVAL;32;100;1;UN
1108;PAR;PARAFUSO INOX 3X12 PZ CAB. CHATA;32;800;1;UN
1109;PAR;PARAFUSO INOX 3X12 PZ CAB. OVAL;31;0;1;UN
1110;PAR;PARAFUSO INOX 3X25 PH CAB. CHATA;32;0;1;UN
1111;PAR;PARAFUSO INOX 3X25 PH CAB. OVAL;31;0;1;UN
1112;PAR;PARAFUSO INOX 3X25 PZ CAB. CHATA;32;800;1;UN
1113;PAR;PARAFUSO INOX 3X25 PZ CAB. OVAL;31;1150;1;UN
1114;PAR;PARAFUSO INOX 3X30 PH CAB. CHATA;32;12;1;UN
1115;PAR;PARAFUSO INOX 3X30 PZ CAB. CHATA;32;700;1;UN
1116;PAR;PARAFUSO INOX 3X35 PZ CAB. CHATA;32;490;1;UN
1117;PAR;PARAFUSO INOX 3X35PH CAB. CHATA;31;20;1;UN
1118;PAR;PARAFUSO INOX 3X40 PZ CAB. CHATA;32;255;1;UN
1119;PAR;PARAFUSO INOX 4.5X30 PH CAB OVAL;32;70;1;UN
1120;PAR;PARAFUSO INOX 4.8X50 PH CAB. OVAL;33;20;1;UN
1121;PAR;PARAFUSO INOX 4X12 PH CAB. CHATA;32;20;1;UN
1122;PAR;PARAFUSO INOX 4X20 PH CAB. CHATA;32;20;1;UN
1123;PAR;PARAFUSO INOX 4X25 PH CAB. OVAL;31;500;1;UN
1124;PAR;PARAFUSO INOX 4X25 PZ CAB. CHATA;32;908;1;UN
1125;PAR;PARAFUSO INOX 4X25 PZ CAB. OVAL;31;20;1;UN
1126;PAR;PARAFUSO INOX 4X30 PH CAB. OVAL;31;0;1;UN
1127;PAR;PARAFUSO INOX 4X30 PZ CAB. CHATA;32;-25;1;UN
1128;PAR;PARAFUSO INOX 4X35 PZ CAB. CHATA;32;1120;2;UN
1129;PAR;PARAFUSO INOX 4X40 PH CAB. OVAL;31;20;1;UN
1130;PAR;PARAFUSO INOX 4X40 PZ CAB. CHATA;32;50;1;UN
1131;PAR;PARAFUSO INOX 4X40 PZ CAB. OVAL;31;1400;1;UN
1132;PAR;PARAFUSO INOX 4X45 PH CAB. OVAL;31;100;1;UN
1133;PAR;PARAFUSO INOX 4X45 PZ CAB. CHATA;32;1000;2;UN
1134;PAR;PARAFUSO INOX 4X50 PH CAB. OVAL;31;900;1;UN
1135;PAR;PARAFUSO INOX 4X50 PZ CAB. CHATA;32;60;1;UN
1136;PAR;PARAFUSO INOX 4X60 PZ CAB. CHATA ROSCA PARCIAL;46;20;1;UN
1137;PAR;PARAFUSO INOX 4X70 PZ CAB. CHATA ROSCA PARCIAL;46;212;1;UN
1138;PAR;PARAFUSO INOX 5X20 PZ CAB. CHATA;32;300;1;UN
1139;PAR;PARAFUSO INOX 5X25 PH CAB. OVAL;31;20;1;UN
1140;PAR;PARAFUSO INOX 5X25 PZ CAB. CHATA;32;1800;3;UN
1141;PAR;PARAFUSO INOX 5X25 PZ CAB. OVAL;31;200;1;UN
1142;PAR;PARAFUSO INOX 5X30 PZ CAB. CHATA;32;0;1;UN
1143;PAR;PARAFUSO INOX 5X30 PZ CAB. OVAL;31;250;1;UN
1144;PAR;PARAFUSO INOX 5X35 PH CAB. OVAL;31;20;1;UN
1145;PAR;PARAFUSO INOX 5X35 PZ CAB. CHATA;32;1400;2;UN
1146;PAR;PARAFUSO INOX 5X40  PZ CAB. OVAL;32;20;1;UN
1147;PAR;PARAFUSO INOX 5X40 PH CAB. OVAL;31;50;1;UN
1148;PAR;PARAFUSO INOX 5X40 PZ CAB. CHATA;32;20;1;UN
1149;PAR;PARAFUSO INOX 5X45 PH CAB. OVAL;31;20;1;UN
